code,title,tax_type,category,asset_tax_category,url,source_index_url,source_h2,source_h3,markdown_path,law_basis_date,fetch_status,error
4635,気配相場等のある株式の評価,財産の評価,相続財産や贈与財産の評価,財産の評価,https://www.nta.go.jp/taxes/shiraberu/taxanswer/hyoka/4635.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,財産の評価,相続財産や贈与財産の評価,data/markdown/nta_taxanswer_asset_tax/03_property_valuation/4635_気配相場等のある株式の評価.md,令和7年4月1日現在法令等,ok,
4638,取引相場のない株式の評価,財産の評価,相続財産や贈与財産の評価,財産の評価,https://www.nta.go.jp/taxes/shiraberu/taxanswer/hyoka/4638.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,財産の評価,相続財産や贈与財産の評価,data/markdown/nta_taxanswer_asset_tax/03_property_valuation/4638_取引相場のない株式の評価.md,令和7年4月1日現在法令等,ok,
4641,利付公社債・割引発行の公社債の評価,財産の評価,相続財産や贈与財産の評価,財産の評価,https://www.nta.go.jp/taxes/shiraberu/taxanswer/hyoka/4641.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,財産の評価,相続財産や贈与財産の評価,data/markdown/nta_taxanswer_asset_tax/03_property_valuation/4641_利付公社債・割引発行の公社債の評価.md,令和7年4月1日現在法令等,ok,
4644,貸付信託・証券投資信託の評価,財産の評価,相続財産や贈与財産の評価,財産の評価,https://www.nta.go.jp/taxes/shiraberu/taxanswer/hyoka/4644.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,財産の評価,相続財産や贈与財産の評価,data/markdown/nta_taxanswer_asset_tax/03_property_valuation/4644_貸付信託・証券投資信託の評価.md,令和7年4月1日現在法令等,ok,
4647,ゴルフ会員権の評価,財産の評価,相続財産や贈与財産の評価,財産の評価,https://www.nta.go.jp/taxes/shiraberu/taxanswer/hyoka/4647.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,財産の評価,相続財産や贈与財産の評価,data/markdown/nta_taxanswer_asset_tax/03_property_valuation/4647_ゴルフ会員権の評価.md,令和7年4月1日現在法令等,ok,
4660,生命保険契約に関する権利の評価,財産の評価,相続財産や贈与財産の評価,財産の評価,https://www.nta.go.jp/taxes/shiraberu/taxanswer/hyoka/4660.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,財産の評価,相続財産や贈与財産の評価,data/markdown/nta_taxanswer_asset_tax/03_property_valuation/4660_生命保険契約に関する権利の評価.md,令和7年4月1日現在法令等,ok,
4665,外貨（現金）の邦貨換算,財産の評価,相続財産や贈与財産の評価,財産の評価,https://www.nta.go.jp/taxes/shiraberu/taxanswer/hyoka/4665.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,財産の評価,相続財産や贈与財産の評価,data/markdown/nta_taxanswer_asset_tax/03_property_valuation/4665_外貨（現金）の邦貨換算.md,令和7年4月1日現在法令等,ok,
4666,配偶者居住権等の評価,財産の評価,相続財産や贈与財産の評価,財産の評価,https://www.nta.go.jp/taxes/shiraberu/taxanswer/hyoka/4666.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,財産の評価,相続財産や贈与財産の評価,data/markdown/nta_taxanswer_asset_tax/03_property_valuation/4666_配偶者居住権等の評価.md,令和7年4月1日現在法令等,ok,
4667,居住用の区分所有財産の評価,財産の評価,相続財産や贈与財産の評価,財産の評価,https://www.nta.go.jp/taxes/shiraberu/taxanswer/hyoka/4667.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,財産の評価,相続財産や贈与財産の評価,data/markdown/nta_taxanswer_asset_tax/03_property_valuation/4667_居住用の区分所有財産の評価.md,令和7年4月1日現在法令等,ok,
1440,譲渡所得(土地や建物を譲渡したとき),所得税,譲渡所得のあらまし,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/shotoku/1440.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,譲渡所得のあらまし,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/1440_譲渡所得(土地や建物を譲渡したとき).md,令和7年4月1日現在法令等,ok,
1460,譲渡所得(土地、建物及び株式等以外の資産を譲渡したとき),所得税,譲渡所得のあらまし,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/shotoku/1460.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,譲渡所得のあらまし,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/1460_譲渡所得(土地、建物及び株式等以外の資産を譲渡したとき).md,令和7年4月1日現在法令等,ok,
1463,株式等を譲渡したときの課税(申告分離課税),所得税,株式等を売ったとき,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/shotoku/1463.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,株式等を売ったとき,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/1463_株式等を譲渡したときの課税(申告分離課税).md,令和7年4月1日現在法令等,ok,
1464,譲渡した株式等の取得費,所得税,所得税,相続・贈与関連所得税,https://www.nta.go.jp/taxes/shiraberu/taxanswer/shotoku/1464.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/bunya-souzoku-zoyo.htm,所得税,,data/markdown/nta_taxanswer_asset_tax/05_related_income_tax/1464_譲渡した株式等の取得費.md,令和7年4月1日現在法令等,ok,
1465,株式等の譲渡損失(赤字)の取扱い,所得税,株式等を売ったとき,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/shotoku/1465.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,株式等を売ったとき,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/1465_株式等の譲渡損失(赤字)の取扱い.md,令和7年4月1日現在法令等,ok,
1466,同一銘柄の株式等を2回以上にわたって購入している場合の取得費,所得税,株式等を売ったとき,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/shotoku/1466.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,株式等を売ったとき,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/1466_同一銘柄の株式等を2回以上にわたって購入している場合の取得費.md,令和7年4月1日現在法令等,ok,
1467,贈与により非居住者に資産が移転した場合の譲渡所得等の特例（国外転出（贈与）時課税）,所得税,所得税,相続・贈与関連所得税,https://www.nta.go.jp/taxes/shiraberu/taxanswer/shotoku/1467.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/bunya-souzoku-zoyo.htm,所得税,,data/markdown/nta_taxanswer_asset_tax/05_related_income_tax/1467_贈与により非居住者に資産が移転した場合の譲渡所得等の特例（国外転出（贈与）時課税）.md,令和7年4月1日現在法令等,ok,
1468,相続又は遺贈により非居住者に資産が移転した場合の譲渡所得等の特例（国外転出（相続）時課税）,所得税,所得税,相続・贈与関連所得税,https://www.nta.go.jp/taxes/shiraberu/taxanswer/shotoku/1468.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/bunya-souzoku-zoyo.htm,所得税,,data/markdown/nta_taxanswer_asset_tax/05_related_income_tax/1468_相続又は遺贈により非居住者に資産が移転した場合の譲渡所得等の特例（国外転出（相続）時課税）.md,令和7年4月1日現在法令等,ok,
1474,上場株式等に係る譲渡損失の損益通算及び繰越控除,所得税,株式等を売ったとき,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/shotoku/1474.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,株式等を売ったとき,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/1474_上場株式等に係る譲渡損失の損益通算及び繰越控除.md,令和7年4月1日現在法令等,ok,
1475,破産等により株式等の価値が失われたときの特例,所得税,株式等を売ったとき,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/shotoku/1475.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,株式等を売ったとき,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/1475_破産等により株式等の価値が失われたときの特例.md,令和7年4月1日現在法令等,ok,
1476,特定口座制度,所得税,株式等を売ったとき,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/shotoku/1476.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,株式等を売ったとき,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/1476_特定口座制度.md,令和7年4月1日現在法令等,ok,
1477,相続により取得した非上場株式をその発行会社に譲渡した場合の課税の特例,所得税,所得税,相続・贈与関連所得税,https://www.nta.go.jp/taxes/shiraberu/taxanswer/shotoku/1477.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/bunya-souzoku-zoyo.htm,所得税,,data/markdown/nta_taxanswer_asset_tax/05_related_income_tax/1477_相続により取得した非上場株式をその発行会社に譲渡した場合の課税の特例.md,令和7年4月1日現在法令等,ok,
1478,国外転出をする場合の譲渡所得等の特例,所得税,株式等を売ったとき,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/shotoku/1478.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,株式等を売ったとき,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/1478_国外転出をする場合の譲渡所得等の特例.md,令和7年4月1日現在法令等,ok,
1526,株式交換により株式を譲渡した場合の譲渡所得等の特例,所得税,株式等を売ったとき,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/shotoku/1526.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,株式等を売ったとき,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/1526_株式交換により株式を譲渡した場合の譲渡所得等の特例.md,令和7年4月1日現在法令等,ok,
1527,株式移転により株式を譲渡した場合の譲渡所得等の特例,所得税,株式等を売ったとき,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/shotoku/1527.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,株式等を売ったとき,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/1527_株式移転により株式を譲渡した場合の譲渡所得等の特例.md,令和7年4月1日現在法令等,ok,
1528,取得請求権付株式に係る請求権の行使等により有価証券を譲渡した場合の譲渡所得等の特例,所得税,株式等を売ったとき,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/shotoku/1528.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,株式等を売ったとき,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/1528_取得請求権付株式に係る請求権の行使等により有価証券を譲渡した場合の譲渡所得等の特例.md,令和7年4月1日現在法令等,ok,
1529,短期所有土地の譲渡に類似する株式等の譲渡,所得税,株式等を売ったとき,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/shotoku/1529.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,株式等を売ったとき,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/1529_短期所有土地の譲渡に類似する株式等の譲渡.md,令和7年4月1日現在法令等,ok,
1530,特定投資株式の取得に要した金額の控除等の特例（エンジェル税制）,所得税,株式等を売ったとき,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/shotoku/1530.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,株式等を売ったとき,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/1530_特定投資株式の取得に要した金額の控除等の特例（エンジェル税制）.md,令和7年4月1日現在法令等,ok,
1531,特定投資株式が株式としての価値を失った場合の特例（エンジェル税制）,所得税,株式等を売ったとき,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/shotoku/1531.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,株式等を売ったとき,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/1531_特定投資株式が株式としての価値を失った場合の特例（エンジェル税制）.md,令和7年4月1日現在法令等,ok,
1532,特定投資株式に係る譲渡損失の損益の計算の特例（エンジェル税制）,所得税,株式等を売ったとき,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/shotoku/1532.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,株式等を売ったとき,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/1532_特定投資株式に係る譲渡損失の損益の計算の特例（エンジェル税制）.md,令和7年4月1日現在法令等,ok,
1533,特定投資株式に係る譲渡損失の繰越控除の特例（エンジェル税制）,所得税,株式等を売ったとき,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/shotoku/1533.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,株式等を売ったとき,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/1533_特定投資株式に係る譲渡損失の繰越控除の特例（エンジェル税制）.md,令和7年4月1日現在法令等,ok,
1535,NISA制度,所得税,株式等を売ったとき,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/shotoku/1535.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,株式等を売ったとき,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/1535_NISA制度.md,令和7年4月1日現在法令等,ok,
1536,株式等に係る譲渡所得等の収入金額とみなされる場合－法人の合併等、自己株式の取得等の場合－,所得税,株式等を売ったとき,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/shotoku/1536.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,株式等を売ったとき,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/1536_株式等に係る譲渡所得等の収入金額とみなされる場合－法人の合併等、自己株式の取得等の場合－.md,令和7年4月1日現在法令等,ok,
1537,一般株式等に係る譲渡所得等の収入金額とみなされる場合－投資信託等の終了等の場合－,所得税,株式等を売ったとき,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/shotoku/1537.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,株式等を売ったとき,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/1537_一般株式等に係る譲渡所得等の収入金額とみなされる場合－投資信託等の終了等の場合－.md,令和7年4月1日現在法令等,ok,
1538,上場株式等に係る譲渡所得等の収入金額とみなされる場合－投資信託等の終了等の場合－,所得税,株式等を売ったとき,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/shotoku/1538.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,株式等を売ったとき,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/1538_上場株式等に係る譲渡所得等の収入金額とみなされる場合－投資信託等の終了等の場合－.md,令和7年4月1日現在法令等,ok,
1539,貸付信託の受益権等の譲渡による所得の非課税,所得税,株式等を売ったとき,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/shotoku/1539.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,株式等を売ったとき,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/1539_貸付信託の受益権等の譲渡による所得の非課税.md,令和7年4月1日現在法令等,ok,
1540,ストック・オプション税制の適用を受けて取得した株式を譲渡した場合,所得税,株式等を売ったとき,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/shotoku/1540.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,株式等を売ったとき,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/1540_ストック・オプション税制の適用を受けて取得した株式を譲渡した場合.md,令和7年4月1日現在法令等,ok,
1541,ストック・オプション税制の適用を受けて取得した株式の返還又は移転があった場合,所得税,株式等を売ったとき,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/shotoku/1541.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,株式等を売ったとき,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/1541_ストック・オプション税制の適用を受けて取得した株式の返還又は移転があった場合.md,令和7年4月1日現在法令等,ok,
1542,特定従事者がストック・オプション税制の適用を受けて取得した株式を保有したまま国外転出する場合,所得税,株式等を売ったとき,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/shotoku/1542.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,株式等を売ったとき,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/1542_特定従事者がストック・オプション税制の適用を受けて取得した株式を保有したまま国外転出する場合.md,令和7年4月1日現在法令等,ok,
1544,エンジェル税制の概要等,所得税,株式等を売ったとき,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/shotoku/1544.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,株式等を売ったとき,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/1544_エンジェル税制の概要等.md,令和7年4月1日現在法令等,ok,
1545,株式等を対価とする株式の譲渡に係る譲渡所得等の課税の特例,所得税,株式等を売ったとき,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/shotoku/1545.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,株式等を売ったとき,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/1545_株式等を対価とする株式の譲渡に係る譲渡所得等の課税の特例.md,令和7年4月1日現在法令等,ok,
1620,相続等により取得した年金受給権に係る生命保険契約等に基づく年金の課税関係,所得税,所得税,相続・贈与関連所得税,https://www.nta.go.jp/taxes/shiraberu/taxanswer/shotoku/1620.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/bunya-souzoku-zoyo.htm,所得税,,data/markdown/nta_taxanswer_asset_tax/05_related_income_tax/1620_相続等により取得した年金受給権に係る生命保険契約等に基づく年金の課税関係.md,令和7年4月1日現在法令等,ok,
1750,死亡保険金を受け取ったとき,所得税,所得税,相続・贈与関連所得税,https://www.nta.go.jp/taxes/shiraberu/taxanswer/shotoku/1750.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/bunya-souzoku-zoyo.htm,所得税,,data/markdown/nta_taxanswer_asset_tax/05_related_income_tax/1750_死亡保険金を受け取ったとき.md,令和7年4月1日現在法令等,ok,
1755,生命保険契約に係る満期保険金等を受け取ったとき,所得税,所得税,相続・贈与関連所得税,https://www.nta.go.jp/taxes/shiraberu/taxanswer/shotoku/1755.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/bunya-souzoku-zoyo.htm,所得税,,data/markdown/nta_taxanswer_asset_tax/05_related_income_tax/1755_生命保険契約に係る満期保険金等を受け取ったとき.md,令和7年4月1日現在法令等,ok,
1936,海外勤務中に株式を譲渡した場合,所得税,株式等を売ったとき,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/shotoku/1936.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,株式等を売ったとき,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/1936_海外勤務中に株式を譲渡した場合.md,令和7年4月1日現在法令等,ok,
1937,居住者が海外で株式等を売却した場合の課税関係等,所得税,海外で株式等を売ったとき,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/shotoku/1937.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,海外で株式等を売ったとき,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/1937_居住者が海外で株式等を売却した場合の課税関係等.md,令和7年4月1日現在法令等,ok,
3102,譲渡所得の申告期限,所得税,譲渡所得のあらまし,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/joto/3102.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,譲渡所得のあらまし,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/3102_譲渡所得の申告期限.md,令和7年4月1日現在法令等,ok,
3105,譲渡所得の対象となる資産と課税方法,所得税,所得税,相続・贈与関連所得税,https://www.nta.go.jp/taxes/shiraberu/taxanswer/joto/3105.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/bunya-souzoku-zoyo.htm,所得税,,data/markdown/nta_taxanswer_asset_tax/05_related_income_tax/3105_譲渡所得の対象となる資産と課税方法.md,令和7年4月1日現在法令等,ok,
3108,国や地方公共団体又は公益を目的とする事業を行う法人に財産を寄附したとき,所得税,譲渡所得のあらまし,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/joto/3108.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,譲渡所得のあらまし,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/3108_国や地方公共団体又は公益を目的とする事業を行う法人に財産を寄附したとき.md,令和7年4月1日現在法令等,ok,
3111,土地を貸し付けて権利金などをもらったとき,所得税,譲渡所得のあらまし,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/joto/3111.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,譲渡所得のあらまし,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/3111_土地を貸し付けて権利金などをもらったとき.md,令和7年4月1日現在法令等,ok,
3114,離婚して土地建物などを渡したとき,所得税,譲渡所得のあらまし,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/joto/3114.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,譲渡所得のあらまし,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/3114_離婚して土地建物などを渡したとき.md,令和7年4月1日現在法令等,ok,
3117,不動産を法人に現物出資したとき,所得税,譲渡所得のあらまし,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/joto/3117.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,譲渡所得のあらまし,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/3117_不動産を法人に現物出資したとき.md,令和7年4月1日現在法令等,ok,
3120,譲渡担保により資産を移転したとき,所得税,譲渡所得のあらまし,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/joto/3120.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,譲渡所得のあらまし,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/3120_譲渡担保により資産を移転したとき.md,令和7年4月1日現在法令等,ok,
3152,譲渡所得の計算のしかた(総合課税),所得税,土地建物以外の資産を売ったとき,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/joto/3152.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,土地建物以外の資産を売ったとき,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/3152_譲渡所得の計算のしかた(総合課税).md,令和7年4月1日現在法令等,ok,
3155,借家人が立退料をもらったとき,所得税,土地建物以外の資産を売ったとき,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/joto/3155.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,土地建物以外の資産を売ったとき,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/3155_借家人が立退料をもらったとき.md,令和7年4月1日現在法令等,ok,
3158,ゴルフ会員権の譲渡による所得,所得税,土地建物以外の資産を売ったとき,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/joto/3158.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,土地建物以外の資産を売ったとき,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/3158_ゴルフ会員権の譲渡による所得.md,令和7年4月1日現在法令等,ok,
3161,金地金の譲渡による所得,所得税,土地建物以外の資産を売ったとき,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/joto/3161.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,土地建物以外の資産を売ったとき,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/3161_金地金の譲渡による所得.md,令和7年4月1日現在法令等,ok,
3202,譲渡所得の計算のしかた(分離課税),所得税,土地建物を売ったとき,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/joto/3202.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,土地建物を売ったとき,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/3202_譲渡所得の計算のしかた(分離課税).md,令和7年4月1日現在法令等,ok,
3203,不動産を譲渡して譲渡損失が生じた場合,所得税,土地建物を売ったとき,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/joto/3203.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,土地建物を売ったとき,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/3203_不動産を譲渡して譲渡損失が生じた場合.md,令和7年4月1日現在法令等,ok,
3208,長期譲渡所得の税額の計算,所得税,土地建物を売ったとき,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/joto/3208.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,土地建物を売ったとき,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/3208_長期譲渡所得の税額の計算.md,令和7年4月1日現在法令等,ok,
3211,短期譲渡所得の税額の計算,所得税,土地建物を売ったとき,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/joto/3211.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,土地建物を売ったとき,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/3211_短期譲渡所得の税額の計算.md,令和7年4月1日現在法令等,ok,
3214,土地建物を売ったときの収入金額に含める金額,所得税,所得税,相続・贈与関連所得税,https://www.nta.go.jp/taxes/shiraberu/taxanswer/joto/3214.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/bunya-souzoku-zoyo.htm,所得税,,data/markdown/nta_taxanswer_asset_tax/05_related_income_tax/3214_土地建物を売ったときの収入金額に含める金額.md,令和7年4月1日現在法令等,ok,
3217,時価より低い価額で売ったとき,所得税,土地建物を売ったとき,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/joto/3217.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,土地建物を売ったとき,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/3217_時価より低い価額で売ったとき.md,令和7年4月1日現在法令等,ok,
3220,保証債務を履行するために土地建物などを売ったとき,所得税,土地建物を売ったとき,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/joto/3220.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,土地建物を売ったとき,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/3220_保証債務を履行するために土地建物などを売ったとき.md,令和7年4月1日現在法令等,ok,
3223,譲渡所得の特別控除の種類,所得税,土地建物を売ったとき,譲渡所得,https://www.nta.go.jp/taxes/shiraberu/taxanswer/joto/3223.htm,https://www.nta.go.jp/taxes/shiraberu/taxanswer/code/index.htm,譲渡所得,土地建物を売ったとき,data/markdown/nta_taxanswer_asset_tax/04_transfer_income/3223_譲渡所得の特別控除の種類.md,令和7年4月1日現在法令等,ok,
